client_id,client_name,registration_date,city,country,device
1447,Yulia,2025-11-08,Chelyabinsk,Russia,tablet
1448,Yulia,2025-10-16,Novosibirsk,Russia,desktop
1449,Yulia,2025-09-07,Omsk,Russia,mobile_ios
1450,Dmitry,2025-02-05,Novosibirsk,Russia,mobile_android
1451,Sergey,2025-08-27,Kazan,Russia,mobile_ios
1452,Maria,2025-05-28,Omsk,Russia,tablet
1453,Elena,2025-08-15,Novosibirsk,Russia,mobile_android
1454,Maria,2025-09-01,Chelyabinsk,Russia,desktop
1455,Ivan,2025-12-03,Moscow,Russia,mobile_android
1456,Sergey,2025-12-31,Yekaterinburg,Russia,desktop
1457,Olga,2025-07-20,Yekaterinburg,Russia,desktop
1458,Maria,2025-06-03,Chelyabinsk,Russia,mobile_ios
1459,Anna,2025-03-14,Samara,Russia,mobile_ios
1460,Yulia,2025-07-20,Moscow,Russia,mobile_ios
1461,Natalia,2025-10-23,Kazan,Russia,tablet
1462,Ivan,2025-01-17,Chelyabinsk,Russia,tablet
1463,Alex,2025-05-09,Yekaterinburg,Russia,mobile_ios
1464,Olga,2025-08-05,Yekaterinburg,Russia,tablet
1465,Ivan,2025-03-02,Yekaterinburg,Russia,mobile_android
1466,Yulia,2025-04-14,Nizhny Novgorod,Russia,mobile_android
1467,Natalia,2025-02-11,Chelyabinsk,Russia,tablet
1468,Sergey,2025-01-25,Saint Petersburg,Russia,tablet
1469,Natalia,2025-02-08,Kazan,Russia,mobile_android
1470,Dmitry,2025-10-18,Yekaterinburg,Russia,desktop
1471,Natalia,2025-05-11,Novosibirsk,Russia,mobile_android
1472,Dmitry,2025-08-17,Chelyabinsk,Russia,mobile_android
1473,Sergey,2025-04-18,Nizhny Novgorod,Russia,tablet
1474,Petr,2025-06-21,Chelyabinsk,Russia,mobile_android
1475,Yulia,2025-04-12,Kazan,Russia,tablet
1476,Dmitry,2025-12-20,Nizhny Novgorod,Russia,tablet
1477,Alex,2025-01-12,Kazan,Russia,mobile_ios
1478,Natalia,2025-10-02,Chelyabinsk,Russia,mobile_android
1479,Natalia,2025-04-11,Saint Petersburg,Russia,desktop
1480,Alex,2025-02-13,Kazan,Russia,mobile_ios
1481,Anna,2025-11-01,Nizhny Novgorod,Russia,tablet
1482,Elena,2025-01-17,Nizhny Novgorod,Russia,tablet
1483,Petr,2025-11-26,Kazan,Russia,desktop
1484,Olga,2025-02-26,Rostov-on-Don,Russia,tablet
1485,Dmitry,2025-11-07,Chelyabinsk,Russia,mobile_android
1486,Alex,2025-10-30,Rostov-on-Don,Russia,mobile_ios
1487,Sergey,2025-01-12,Samara,Russia,tablet
1488,Dmitry,2025-11-14,Chelyabinsk,Russia,tablet
1489,Elena,2025-03-21,Kazan,Russia,desktop
1490,Sergey,2025-08-04,Moscow,Russia,mobile_android
1491,Ivan,2025-12-05,Kazan,Russia,tablet
1492,Yulia,2025-09-21,Rostov-on-Don,Russia,desktop
1493,Natalia,2025-05-29,Saint Petersburg,Russia,tablet
1494,Ivan,2025-03-22,Kazan,Russia,desktop
1495,Dmitry,2025-08-03,Kazan,Russia,desktop
1496,Elena,2025-07-17,Saint Petersburg,Russia,mobile_android
1497,Petr,2025-07-19,Kazan,Russia,tablet
1498,Yulia,2025-01-25,Yekaterinburg,Russia,mobile_android
1499,Dmitry,2025-03-30,Moscow,Russia,desktop
1500,Alex,2025-09-25,Novosibirsk,Russia,mobile_ios
1501,Maria,2025-05-23,Moscow,Russia,tablet
1502,Dmitry,2025-02-28,Kazan,Russia,mobile_ios
1503,Yulia,2025-12-31,Yekaterinburg,Russia,tablet
1504,Natalia,2025-01-26,Chelyabinsk,Russia,mobile_android
1505,Natalia,2025-02-16,Kazan,Russia,mobile_android
1506,Dmitry,2025-10-15,Rostov-on-Don,Russia,mobile_android
1507,Sergey,2025-09-23,Yekaterinburg,Russia,mobile_android
1508,Maria,2025-01-16,Saint Petersburg,Russia,mobile_android
1509,Alex,2025-07-18,Yekaterinburg,Russia,mobile_ios
1510,Dmitry,2025-10-09,Saint Petersburg,Russia,mobile_android
1511,Sergey,2025-03-27,Samara,Russia,desktop
1512,Natalia,2025-09-07,Novosibirsk,Russia,desktop
1513,Natalia,2025-09-27,Omsk,Russia,mobile_ios
1514,Elena,2025-12-01,Yekaterinburg,Russia,tablet
1515,Dmitry,2025-04-27,Nizhny Novgorod,Russia,desktop
1516,Maria,2025-01-07,Rostov-on-Don,Russia,tablet
1517,Anna,2025-05-17,Kazan,Russia,mobile_ios
1518,Maria,2025-06-25,Rostov-on-Don,Russia,tablet
1519,Natalia,2025-11-24,Moscow,Russia,tablet
1520,Natalia,2025-11-11,Omsk,Russia,tablet
1521,Ivan,2025-08-03,Moscow,Russia,tablet
1522,Natalia,2025-03-23,Samara,Russia,mobile_ios
1523,Alex,2025-08-11,Omsk,Russia,desktop
1524,Olga,2025-04-13,Omsk,Russia,mobile_android
1525,Dmitry,2025-09-30,Moscow,Russia,tablet
1526,Maria,2025-01-14,Saint Petersburg,Russia,desktop
1527,Olga,2025-06-08,Moscow,Russia,desktop
1528,Sergey,2025-06-01,Rostov-on-Don,Russia,mobile_ios
1529,Anna,2025-04-18,Saint Petersburg,Russia,desktop
1530,Alex,2025-07-07,Rostov-on-Don,Russia,mobile_ios
1531,Yulia,2025-10-28,Samara,Russia,tablet
1532,Artem,2025-04-08,Kazan,Russia,tablet
1533,Maria,2025-05-11,Chelyabinsk,Russia,mobile_android
1534,Olga,2025-10-20,Saint Petersburg,Russia,mobile_android
1535,Yulia,2025-06-20,Samara,Russia,mobile_android
1536,Anna,2025-07-02,Nizhny Novgorod,Russia,desktop
1537,Ivan,2025-12-30,Samara,Russia,tablet
1538,Yulia,2025-02-08,Moscow,Russia,mobile_ios
1539,Alex,2025-01-15,Moscow,Russia,mobile_android
1540,Alex,2025-01-04,Chelyabinsk,Russia,mobile_ios
1541,Ivan,2025-12-15,Samara,Russia,mobile_ios
1542,Artem,2025-07-29,Novosibirsk,Russia,mobile_android
1543,Dmitry,2025-06-10,Kazan,Russia,tablet
1544,Yulia,2025-01-16,Moscow,Russia,mobile_android
1545,Ivan,2025-04-18,Chelyabinsk,Russia,mobile_ios
1546,Alex,2025-11-07,Kazan,Russia,mobile_android
1547,Alex,2025-08-15,Samara,Russia,mobile_ios
1548,Olga,2025-06-19,Samara,Russia,mobile_ios
1549,Natalia,2025-02-03,Omsk,Russia,mobile_android
1550,Artem,2025-09-08,Chelyabinsk,Russia,desktop
1551,Yulia,2025-09-04,Moscow,Russia,mobile_android
1552,Yulia,2025-09-26,Novosibirsk,Russia,desktop
1553,Anna,2025-05-21,Samara,Russia,mobile_ios
1554,Ivan,2025-10-01,Novosibirsk,Russia,mobile_ios
1555,Anna,2025-04-06,Samara,Russia,desktop
1556,Ivan,2025-08-15,Moscow,Russia,mobile_ios
1557,Sergey,2025-02-08,Kazan,Russia,desktop
1558,Alex,2025-10-29,Yekaterinburg,Russia,desktop
1559,Natalia,2025-01-29,Kazan,Russia,mobile_ios
1560,Olga,2025-11-14,Samara,Russia,tablet
1561,Natalia,2025-09-02,Rostov-on-Don,Russia,desktop
1562,Natalia,2025-08-24,Yekaterinburg,Russia,mobile_android
1563,Natalia,2025-07-04,Yekaterinburg,Russia,mobile_android
1564,Anna,2025-09-29,Novosibirsk,Russia,mobile_ios
1565,Ivan,2025-08-24,Chelyabinsk,Russia,tablet
1566,Petr,2025-08-27,Novosibirsk,Russia,mobile_ios
1567,Sergey,2025-09-23,Novosibirsk,Russia,tablet
1568,Maria,2025-12-25,Rostov-on-Don,Russia,desktop
1569,Natalia,2025-12-06,Kazan,Russia,desktop
1570,Dmitry,2025-03-06,Kazan,Russia,desktop
1571,Anna,2025-06-26,Nizhny Novgorod,Russia,desktop
1572,Artem,2025-01-03,Samara,Russia,mobile_android
1573,Olga,2025-05-22,Rostov-on-Don,Russia,mobile_android
1574,Maria,2025-06-07,Nizhny Novgorod,Russia,mobile_ios
1575,Petr,2025-11-20,Moscow,Russia,tablet
1576,Dmitry,2025-05-26,Samara,Russia,desktop
1577,Petr,2025-10-20,Samara,Russia,desktop
1578,Maria,2025-06-02,Omsk,Russia,tablet
1579,Natalia,2025-07-12,Omsk,Russia,tablet
1580,Dmitry,2025-03-14,Saint Petersburg,Russia,mobile_ios
1581,Petr,2025-11-01,Saint Petersburg,Russia,tablet
1582,Olga,2025-12-10,Novosibirsk,Russia,desktop
1583,Ivan,2025-05-20,Moscow,Russia,desktop
1584,Alex,2025-07-06,Yekaterinburg,Russia,desktop
1585,Ivan,2025-10-20,Yekaterinburg,Russia,desktop
1586,Maria,2025-03-02,Omsk,Russia,desktop
1587,Anna,2025-07-17,Omsk,Russia,mobile_ios
1588,Alex,2025-10-22,Omsk,Russia,desktop
1589,Sergey,2025-11-15,Rostov-on-Don,Russia,mobile_ios
1590,Olga,2025-10-29,Chelyabinsk,Russia,desktop
1591,Sergey,2025-12-10,Saint Petersburg,Russia,mobile_android
1592,Dmitry,2025-01-11,Rostov-on-Don,Russia,mobile_android
1593,Yulia,2025-03-03,Kazan,Russia,mobile_android
1594,Alex,2025-11-29,Yekaterinburg,Russia,mobile_android
1595,Sergey,2025-08-14,Samara,Russia,mobile_ios
1596,Sergey,2025-06-02,Saint Petersburg,Russia,mobile_ios
1597,Petr,2025-07-18,Nizhny Novgorod,Russia,tablet
1598,Ivan,2025-02-21,Kazan,Russia,desktop
1599,Petr,2025-09-17,Saint Petersburg,Russia,mobile_android
1600,Alex,2025-02-28,Rostov-on-Don,Russia,mobile_ios
1601,Alex,2025-03-13,Moscow,Russia,desktop
1602,Maria,2025-05-28,Samara,Russia,desktop
1603,Petr,2025-12-15,Saint Petersburg,Russia,mobile_ios
1604,Elena,2025-03-04,Chelyabinsk,Russia,mobile_android
1605,Artem,2025-11-06,Omsk,Russia,tablet
1606,Ivan,2025-08-31,Omsk,Russia,desktop
1607,Alex,2025-11-26,Samara,Russia,tablet
1608,Maria,2025-04-17,Rostov-on-Don,Russia,mobile_android
1609,Yulia,2025-08-14,Omsk,Russia,mobile_android
1610,Petr,2025-11-09,Saint Petersburg,Russia,tablet
1611,Ivan,2025-08-06,Nizhny Novgorod,Russia,mobile_android
1612,Yulia,2025-08-29,Yekaterinburg,Russia,desktop
1613,Petr,2025-09-16,Yekaterinburg,Russia,tablet
1614,Sergey,2025-09-19,Kazan,Russia,mobile_android
1615,Yulia,2025-01-05,Novosibirsk,Russia,tablet
1616,Maria,2025-09-18,Moscow,Russia,desktop
1617,Ivan,2025-02-23,Samara,Russia,mobile_android
1618,Natalia,2025-02-16,Kazan,Russia,desktop
1619,Dmitry,2025-08-03,Novosibirsk,Russia,mobile_android
1620,Dmitry,2025-06-26,Rostov-on-Don,Russia,mobile_ios
1621,Ivan,2025-01-09,Chelyabinsk,Russia,mobile_android
1622,Yulia,2025-04-09,Chelyabinsk,Russia,tablet
1623,Petr,2025-01-20,Moscow,Russia,mobile_android
1624,Maria,2025-08-29,Omsk,Russia,desktop
1625,Artem,2025-03-02,Saint Petersburg,Russia,desktop
1626,Dmitry,2025-06-27,Kazan,Russia,mobile_android
1627,Maria,2025-12-04,Kazan,Russia,tablet
1628,Dmitry,2025-03-03,Samara,Russia,mobile_ios
1629,Sergey,2025-05-25,Samara,Russia,tablet
1630,Petr,2025-08-04,Chelyabinsk,Russia,mobile_ios
1631,Sergey,2025-01-03,Chelyabinsk,Russia,desktop
1632,Dmitry,2025-06-09,Nizhny Novgorod,Russia,tablet
1633,Natalia,2025-08-15,Nizhny Novgorod,Russia,mobile_ios
1634,Natalia,2025-09-26,Omsk,Russia,mobile_android
1635,Sergey,2025-04-30,Nizhny Novgorod,Russia,desktop
1636,Natalia,2025-03-30,Saint Petersburg,Russia,mobile_android
1637,Dmitry,2025-11-25,Saint Petersburg,Russia,desktop
1638,Ivan,2025-03-09,Kazan,Russia,tablet
1639,Sergey,2025-12-23,Yekaterinburg,Russia,tablet
1640,Artem,2025-04-08,Saint Petersburg,Russia,desktop
1641,Artem,2025-09-24,Novosibirsk,Russia,desktop
1642,Anna,2025-04-15,Chelyabinsk,Russia,desktop
1643,Yulia,2025-11-19,Samara,Russia,tablet
1644,Petr,2025-05-03,Nizhny Novgorod,Russia,mobile_ios
1645,Natalia,2025-01-29,Kazan,Russia,mobile_android
1646,Natalia,2025-05-17,Moscow,Russia,mobile_android
1647,Yulia,2025-07-14,Samara,Russia,tablet
1648,Alex,2025-08-14,Novosibirsk,Russia,mobile_android
1649,Elena,2025-11-28,Nizhny Novgorod,Russia,desktop
1650,Sergey,2025-06-19,Novosibirsk,Russia,mobile_ios
1651,Olga,2025-01-09,Chelyabinsk,Russia,mobile_android
1652,Natalia,2025-02-09,Chelyabinsk,Russia,mobile_ios
1653,Petr,2025-01-25,Omsk,Russia,desktop
1654,Anna,2025-09-18,Kazan,Russia,mobile_android
1655,Artem,2025-08-14,Samara,Russia,tablet
1656,Natalia,2025-05-04,Rostov-on-Don,Russia,mobile_ios
1657,Anna,2025-02-07,Rostov-on-Don,Russia,desktop
1658,Dmitry,2025-11-24,Samara,Russia,mobile_ios
1659,Dmitry,2025-09-08,Moscow,Russia,mobile_android
1660,Elena,2025-06-25,Kazan,Russia,mobile_android
1661,Ivan,2025-03-31,Novosibirsk,Russia,tablet
1662,Olga,2025-02-06,Moscow,Russia,desktop
1663,Alex,2025-11-12,Yekaterinburg,Russia,desktop
1664,Elena,2025-06-25,Samara,Russia,tablet
1665,Maria,2025-10-11,Novosibirsk,Russia,tablet
1666,Alex,2025-03-22,Rostov-on-Don,Russia,desktop
1667,Sergey,2025-04-24,Saint Petersburg,Russia,mobile_ios
1668,Petr,2025-02-09,Omsk,Russia,mobile_ios
1669,Maria,2025-10-28,Rostov-on-Don,Russia,tablet
1670,Maria,2025-08-12,Kazan,Russia,mobile_ios
1671,Elena,2025-11-14,Chelyabinsk,Russia,desktop
1672,Yulia,2025-12-15,Saint Petersburg,Russia,mobile_android
1673,Ivan,2025-04-25,Omsk,Russia,mobile_android
1674,Yulia,2025-07-05,Omsk,Russia,mobile_ios
1675,Elena,2025-11-19,Yekaterinburg,Russia,tablet
1676,Sergey,2025-02-25,Yekaterinburg,Russia,tablet
1677,Artem,2025-02-09,Nizhny Novgorod,Russia,tablet
1678,Natalia,2025-12-20,Rostov-on-Don,Russia,tablet
1679,Natalia,2025-02-09,Rostov-on-Don,Russia,tablet
1680,Ivan,2025-12-13,Rostov-on-Don,Russia,mobile_ios
1681,Sergey,2025-08-25,Nizhny Novgorod,Russia,mobile_android
1682,Ivan,2025-10-16,Moscow,Russia,mobile_android
1683,Anna,2025-09-19,Omsk,Russia,mobile_ios
1684,Yulia,2025-08-04,Saint Petersburg,Russia,tablet
1685,Natalia,2025-05-27,Kazan,Russia,mobile_ios
1686,Maria,2025-12-02,Omsk,Russia,mobile_android
1687,Yulia,2025-06-17,Yekaterinburg,Russia,desktop
1688,Olga,2025-04-02,Novosibirsk,Russia,mobile_ios
1689,Petr,2025-12-19,Chelyabinsk,Russia,tablet
1690,Sergey,2025-02-28,Nizhny Novgorod,Russia,mobile_android
1691,Alex,2025-02-28,Samara,Russia,mobile_android
1692,Ivan,2025-10-31,Novosibirsk,Russia,mobile_android
1693,Yulia,2025-06-18,Kazan,Russia,mobile_android
1694,Petr,2025-09-26,Rostov-on-Don,Russia,tablet
1695,Yulia,2025-12-29,Yekaterinburg,Russia,desktop
1696,Alex,2025-02-14,Yekaterinburg,Russia,mobile_android
1697,Petr,2025-12-11,Yekaterinburg,Russia,mobile_ios
1698,Olga,2025-06-30,Rostov-on-Don,Russia,desktop
1699,Alex,2025-06-19,Samara,Russia,mobile_android
1700,Elena,2025-12-22,Nizhny Novgorod,Russia,desktop
1701,Dmitry,2025-07-10,Novosibirsk,Russia,mobile_ios
1702,Elena,2025-06-04,Rostov-on-Don,Russia,mobile_android
1703,Natalia,2025-07-07,Kazan,Russia,mobile_ios
1704,Yulia,2025-01-07,Nizhny Novgorod,Russia,tablet
1705,Dmitry,2025-05-13,Kazan,Russia,mobile_android
1706,Elena,2025-08-23,Nizhny Novgorod,Russia,mobile_android
1707,Dmitry,2025-02-14,Samara,Russia,mobile_android
1708,Artem,2025-11-10,Chelyabinsk,Russia,mobile_android
1709,Yulia,2025-09-06,Kazan,Russia,tablet
1710,Dmitry,2025-01-31,Rostov-on-Don,Russia,mobile_android
1711,Maria,2025-01-23,Nizhny Novgorod,Russia,desktop
1712,Ivan,2025-06-09,Yekaterinburg,Russia,mobile_android
1713,Ivan,2025-12-29,Omsk,Russia,tablet
1714,Maria,2025-06-07,Yekaterinburg,Russia,mobile_android
1715,Petr,2025-02-08,Moscow,Russia,desktop
1716,Anna,2025-03-23,Chelyabinsk,Russia,tablet
1717,Petr,2025-12-22,Chelyabinsk,Russia,tablet
1718,Alex,2025-09-15,Yekaterinburg,Russia,desktop
1719,Alex,2025-07-25,Novosibirsk,Russia,desktop
1720,Dmitry,2025-03-18,Samara,Russia,desktop
1721,Elena,2025-01-12,Kazan,Russia,desktop
1722,Elena,2025-10-22,Rostov-on-Don,Russia,desktop
1723,Ivan,2025-08-12,Chelyabinsk,Russia,tablet
1724,Sergey,2025-01-13,Yekaterinburg,Russia,tablet
1725,Petr,2025-02-15,Yekaterinburg,Russia,mobile_android
1726,Artem,2025-06-04,Samara,Russia,mobile_android
1727,Yulia,2025-04-23,Samara,Russia,mobile_ios
1728,Natalia,2025-08-21,Saint Petersburg,Russia,mobile_android
1729,Olga,2025-01-17,Saint Petersburg,Russia,mobile_android
1730,Elena,2025-12-26,Novosibirsk,Russia,desktop
1731,Yulia,2025-08-11,Novosibirsk,Russia,desktop
1732,Olga,2025-12-20,Moscow,Russia,mobile_android
1733,Yulia,2025-07-07,Novosibirsk,Russia,mobile_ios
1734,Dmitry,2025-12-10,Nizhny Novgorod,Russia,desktop
1735,Olga,2025-12-31,Samara,Russia,mobile_android
1736,Natalia,2025-06-12,Rostov-on-Don,Russia,mobile_android
1737,Yulia,2025-11-22,Nizhny Novgorod,Russia,tablet
1738,Maria,2025-03-15,Kazan,Russia,mobile_ios
1739,Natalia,2025-08-21,Yekaterinburg,Russia,tablet
1740,Olga,2025-08-12,Novosibirsk,Russia,mobile_ios
1741,Natalia,2025-11-15,Yekaterinburg,Russia,desktop
1742,Yulia,2025-03-01,Chelyabinsk,Russia,mobile_ios
1743,Anna,2025-12-01,Moscow,Russia,mobile_android
1744,Yulia,2025-08-10,Chelyabinsk,Russia,mobile_android
1745,Yulia,2025-02-06,Moscow,Russia,mobile_ios
1746,Dmitry,2025-10-05,Saint Petersburg,Russia,mobile_ios
1747,Petr,2025-07-15,Yekaterinburg,Russia,mobile_ios
1748,Maria,2025-12-18,Moscow,Russia,tablet
1749,Artem,2025-08-30,Omsk,Russia,mobile_ios
1750,Elena,2025-11-20,Nizhny Novgorod,Russia,desktop
1751,Alex,2025-08-07,Moscow,Russia,tablet
1752,Petr,2025-07-11,Moscow,Russia,tablet
1753,Alex,2025-01-17,Nizhny Novgorod,Russia,mobile_ios
1754,Dmitry,2025-01-12,Yekaterinburg,Russia,desktop
1755,Maria,2025-07-12,Yekaterinburg,Russia,tablet
1756,Yulia,2025-01-22,Nizhny Novgorod,Russia,mobile_android
1757,Ivan,2025-04-30,Chelyabinsk,Russia,tablet
1758,Elena,2025-07-29,Omsk,Russia,mobile_ios
1759,Anna,2025-11-02,Rostov-on-Don,Russia,desktop
1760,Ivan,2025-09-27,Kazan,Russia,mobile_ios
1761,Dmitry,2025-07-11,Omsk,Russia,mobile_android
1762,Petr,2025-06-24,Yekaterinburg,Russia,mobile_android
1763,Anna,2025-10-12,Rostov-on-Don,Russia,mobile_android
1764,Natalia,2025-07-23,Saint Petersburg,Russia,mobile_ios
1765,Olga,2025-06-13,Novosibirsk,Russia,tablet
1766,Anna,2025-09-08,Moscow,Russia,mobile_ios
1767,Artem,2025-08-15,Nizhny Novgorod,Russia,desktop
1768,Dmitry,2025-01-07,Nizhny Novgorod,Russia,tablet
1769,Sergey,2025-01-29,Moscow,Russia,mobile_android
1770,Olga,2025-02-02,Novosibirsk,Russia,mobile_ios
1771,Alex,2025-05-14,Kazan,Russia,mobile_android
1772,Elena,2025-03-20,Novosibirsk,Russia,mobile_android
1773,Alex,2025-02-27,Rostov-on-Don,Russia,desktop
1774,Anna,2025-01-26,Novosibirsk,Russia,tablet
1775,Alex,2025-08-14,Rostov-on-Don,Russia,desktop
1776,Artem,2025-10-12,Novosibirsk,Russia,desktop
1777,Dmitry,2025-01-04,Kazan,Russia,desktop
1778,Natalia,2025-04-09,Kazan,Russia,mobile_android
1779,Petr,2025-02-08,Yekaterinburg,Russia,desktop
1780,Elena,2025-09-28,Moscow,Russia,desktop
1781,Artem,2025-10-12,Kazan,Russia,tablet
1782,Artem,2025-06-06,Rostov-on-Don,Russia,tablet
1783,Alex,2025-03-16,Kazan,Russia,desktop
1784,Alex,2025-10-15,Yekaterinburg,Russia,tablet
1785,Anna,2025-05-10,Nizhny Novgorod,Russia,tablet
1786,Petr,2025-06-24,Rostov-on-Don,Russia,desktop
1787,Ivan,2025-03-25,Yekaterinburg,Russia,mobile_android
1788,Alex,2025-01-22,Chelyabinsk,Russia,desktop
1789,Dmitry,2025-01-27,Chelyabinsk,Russia,tablet
1790,Sergey,2025-07-14,Saint Petersburg,Russia,mobile_android
1791,Elena,2025-12-03,Novosibirsk,Russia,mobile_ios
1792,Yulia,2025-08-24,Moscow,Russia,mobile_android
1793,Alex,2025-04-02,Samara,Russia,tablet
1794,Dmitry,2025-01-21,Omsk,Russia,mobile_android
1795,Dmitry,2025-10-30,Yekaterinburg,Russia,desktop
1796,Elena,2025-12-23,Nizhny Novgorod,Russia,mobile_ios
1797,Ivan,2025-03-25,Omsk,Russia,mobile_ios
1798,Dmitry,2025-09-19,Nizhny Novgorod,Russia,mobile_ios
1799,Sergey,2025-05-27,Omsk,Russia,tablet
1800,Dmitry,2025-09-14,Yekaterinburg,Russia,tablet
1801,Dmitry,2025-02-27,Samara,Russia,mobile_ios
1802,Dmitry,2025-01-15,Omsk,Russia,mobile_android
1803,Natalia,2025-06-11,Yekaterinburg,Russia,mobile_ios
1804,Natalia,2025-06-12,Kazan,Russia,mobile_android
1805,Ivan,2025-11-16,Samara,Russia,mobile_android
1806,Alex,2025-10-08,Rostov-on-Don,Russia,tablet
1807,Dmitry,2025-10-07,Nizhny Novgorod,Russia,mobile_android
1808,Petr,2025-01-12,Chelyabinsk,Russia,mobile_ios
1809,Alex,2025-10-01,Novosibirsk,Russia,tablet
1810,Ivan,2025-09-28,Chelyabinsk,Russia,desktop
1811,Maria,2025-07-27,Samara,Russia,desktop
1812,Alex,2025-01-27,Rostov-on-Don,Russia,tablet
1813,Alex,2025-03-13,Nizhny Novgorod,Russia,mobile_ios
1814,Olga,2025-03-01,Rostov-on-Don,Russia,desktop
1815,Anna,2025-05-25,Omsk,Russia,desktop
1816,Yulia,2025-04-03,Nizhny Novgorod,Russia,mobile_android
1817,Olga,2025-11-05,Omsk,Russia,mobile_android
1818,Sergey,2025-01-08,Yekaterinburg,Russia,mobile_ios
1819,Natalia,2025-03-20,Samara,Russia,tablet
1820,Natalia,2025-01-27,Yekaterinburg,Russia,mobile_ios
1821,Anna,2025-06-23,Saint Petersburg,Russia,tablet
1822,Elena,2025-02-19,Rostov-on-Don,Russia,desktop
1823,Elena,2025-07-18,Omsk,Russia,mobile_android
1824,Ivan,2025-12-15,Kazan,Russia,mobile_ios
1825,Artem,2025-06-30,Yekaterinburg,Russia,mobile_ios
1826,Anna,2025-01-24,Saint Petersburg,Russia,tablet
1827,Yulia,2025-11-12,Moscow,Russia,tablet
1828,Alex,2025-02-15,Chelyabinsk,Russia,mobile_ios
1829,Elena,2025-01-15,Nizhny Novgorod,Russia,tablet
1830,Yulia,2025-06-02,Saint Petersburg,Russia,mobile_ios
1831,Dmitry,2025-08-10,Samara,Russia,mobile_ios
1832,Artem,2025-07-25,Yekaterinburg,Russia,mobile_ios
1833,Petr,2025-09-30,Samara,Russia,desktop
1834,Alex,2025-08-24,Chelyabinsk,Russia,tablet
1835,Sergey,2025-12-06,Kazan,Russia,mobile_android
1836,Dmitry,2025-08-16,Rostov-on-Don,Russia,mobile_android
1837,Dmitry,2025-01-09,Rostov-on-Don,Russia,tablet
1838,Anna,2025-06-15,Samara,Russia,mobile_ios
1839,Artem,2025-11-15,Omsk,Russia,mobile_android
1840,Ivan,2025-08-02,Kazan,Russia,mobile_android
1841,Sergey,2025-04-27,Rostov-on-Don,Russia,tablet
1842,Elena,2025-12-10,Kazan,Russia,mobile_android
1843,Yulia,2025-03-13,Saint Petersburg,Russia,mobile_ios
1844,Anna,2025-03-05,Kazan,Russia,tablet
1845,Elena,2025-07-24,Novosibirsk,Russia,mobile_ios
1846,Anna,2025-07-28,Chelyabinsk,Russia,mobile_android
1847,Anna,2025-03-13,Rostov-on-Don,Russia,mobile_android
1848,Anna,2025-10-04,Kazan,Russia,mobile_ios
1849,Artem,2025-10-01,Samara,Russia,desktop
1850,Ivan,2025-11-16,Moscow,Russia,mobile_android
1851,Anna,2025-12-04,Novosibirsk,Russia,desktop
1852,Maria,2025-04-05,Novosibirsk,Russia,mobile_android
1853,Petr,2025-06-15,Omsk,Russia,desktop
1854,Elena,2025-02-01,Kazan,Russia,desktop
1855,Alex,2025-01-11,Omsk,Russia,desktop
1856,Olga,2025-10-28,Omsk,Russia,mobile_ios
1857,Yulia,2025-08-05,Moscow,Russia,desktop
1858,Sergey,2025-10-16,Saint Petersburg,Russia,desktop
1859,Natalia,2025-04-12,Kazan,Russia,desktop
1860,Ivan,2025-09-24,Yekaterinburg,Russia,mobile_android
1861,Alex,2025-08-02,Rostov-on-Don,Russia,desktop
1862,Dmitry,2025-06-28,Omsk,Russia,mobile_android
1863,Maria,2025-03-29,Chelyabinsk,Russia,desktop
1864,Natalia,2025-02-10,Nizhny Novgorod,Russia,desktop
1865,Olga,2025-03-17,Chelyabinsk,Russia,mobile_ios
1866,Alex,2025-02-15,Moscow,Russia,mobile_android
1867,Natalia,2025-06-09,Moscow,Russia,desktop
1868,Alex,2025-03-21,Samara,Russia,mobile_android
1869,Yulia,2025-11-06,Saint Petersburg,Russia,mobile_android
1870,Maria,2025-03-27,Rostov-on-Don,Russia,tablet
1871,Olga,2025-04-02,Omsk,Russia,mobile_ios
1872,Dmitry,2025-05-28,Chelyabinsk,Russia,mobile_ios
1873,Anna,2025-06-10,Nizhny Novgorod,Russia,mobile_ios
1874,Elena,2025-07-21,Moscow,Russia,tablet
1875,Dmitry,2025-08-30,Moscow,Russia,tablet
1876,Anna,2025-12-19,Saint Petersburg,Russia,mobile_ios
1877,Artem,2025-01-02,Nizhny Novgorod,Russia,tablet
1878,Artem,2025-08-13,Nizhny Novgorod,Russia,tablet
1879,Artem,2025-10-16,Saint Petersburg,Russia,tablet
1880,Ivan,2025-08-21,Moscow,Russia,mobile_ios
1881,Petr,2025-03-18,Rostov-on-Don,Russia,mobile_ios
1882,Sergey,2025-04-26,Kazan,Russia,mobile_ios
1883,Sergey,2025-06-03,Kazan,Russia,tablet
1884,Artem,2025-04-13,Saint Petersburg,Russia,mobile_ios
1885,Elena,2025-07-13,Nizhny Novgorod,Russia,tablet
1886,Olga,2025-06-15,Omsk,Russia,desktop
1887,Maria,2025-12-25,Saint Petersburg,Russia,tablet
1888,Olga,2025-03-31,Rostov-on-Don,Russia,mobile_android
1889,Maria,2025-06-23,Saint Petersburg,Russia,mobile_ios
1890,Olga,2025-05-02,Novosibirsk,Russia,mobile_ios
1891,Petr,2025-05-23,Chelyabinsk,Russia,mobile_android
1892,Ivan,2025-04-16,Nizhny Novgorod,Russia,tablet
